"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://signomy.xyz/","562","112","5.018","65.358","Normal","","","","","","","","","","en","96dca5aa55234bd0295b96143f845713","Indexable",""
"https://signomy.xyz/missions","378","85","4.447","64.007","Normal","","","","","","","","","","en","19e0930d58e531bdd2a5a97e11fef9d0","Indexable",""
"https://signomy.xyz/economics","1185","272","4.357","71.908","Fairly Easy","","","","","","","","","","en","aa86f27a30b82aab2f26400301ad3b67","Indexable",""
"https://signomy.xyz/entry","282","70","4.029","61.746","Normal","","","","","","","","","","en","80b5cc258d16f936ce04157e67cc008f","Indexable",""
"https://signomy.xyz/civitas","1257","301","4.176","66.173","Normal","","","","","","","","","","en","75307775ab7a4f6fe23d8d1a236c5ee","Indexable",""
"https://signomy.xyz/contact","309","58","5.328","62.344","Normal","","","","","","","","","","en","429eb7d691a4a61617336f9b13510da6","Indexable",""
"https://signomy.xyz/kingdoms","634","112","5.661","72.722","Fairly Easy","","","","","","","","","","en","9ab2064cd7f8e9b0da1751f3ef5adb22","Indexable",""
"https://signomy.xyz/helpwanted","1437","343","4.190","58.462","Fairly Hard","","","","","","","","","","en","64910bd7750ad1629ecfb8b31069e2b5","Indexable",""
"https://signomy.xyz/governance","748","191","3.916","74.037","Fairly Easy","","","","","","","","","","en","7c130f98a2ced7e94d064289d3f19bf7","Indexable",""
"https://signomy.xyz/lobby","208","53","3.925","84.086","Easy","","","","","","","","","","en","90d87e343d5dc7a2b74ce11d7400b759","Indexable",""
"https://signomy.xyz/kassa","433","96","4.510","62.364","Normal","","","","","","","","","","en","2ff5ea7e4a7c5bdada7d1a8292f3a4c0","Indexable",""
"https://signomy.xyz/portal","10","2","5.000","32.560","Hard","","","","","","","","","","en","b14162dc98bb56f345e24a204a2552c4","Indexable",""
"https://signomy.xyz/advisory","461","85","5.424","63.144","Normal","","","","","","","","","","en","5b81f7af2a40f49f91474015d7502d4d","Indexable",""
"https://signomy.xyz/iso-collaborators","318","54","5.889","62.784","Normal","","","","","","","","","","en","770684869a547900c6558023a5dba07c","Indexable",""
"https://signomy.xyz/hiring","316","56","5.643","54.396","Fairly Hard","","","","","","","","","","en","5deb5630b2efc56f1c5af6c156781451","Indexable",""
"https://signomy.xyz/kassa?tab=hiring&role=genesis-council","433","96","4.510","62.364","Normal","","","","","","","","","","en","2ff5ea7e4a7c5bdada7d1a8292f3a4c0","Non-Indexable","Canonicalised"
"https://signomy.xyz/vault/gov-005","7","2","3.500","100.000","Very Easy","","","","","","","","","","en","b7b30b5fb9ce4657e8926cfb554d013d","Indexable",""
"https://signomy.xyz/grand-opening","1281","238","5.382","72.920","Fairly Easy","","","","","","","","","","en","47b406b5806902d6e05df35c597669e5","Indexable",""
"https://signomy.xyz/moses","2033","474","4.289","47.264","Hard","","","","","","","","","","en","3c9e3fe479096b9290bb89b68a6b1d3d","Indexable",""
"https://signomy.xyz/vault/gov-001","7","2","3.500","100.000","Very Easy","","","","","","","","","","en","b7b30b5fb9ce4657e8926cfb554d013d","Indexable",""
"https://signomy.xyz/services","544","94","5.787","54.777","Fairly Hard","","","","","","","","","","en","ce0c8bfb6a44c941d4e42c357f2a5728","Indexable",""
"https://signomy.xyz/forums","419","71","5.901","57.893","Fairly Hard","","","","","","","","","","en","b54b7419b82a13a456e5003a54ea23bf","Indexable",""
"https://signomy.xyz/bountyboard","545","89","6.124","67.433","Normal","","","","","","","","","","en","c59774080e43eea05982f9f7391772a6","Indexable",""
"https://signomy.xyz/products","584","94","6.213","61.750","Normal","","","","","","","","","","en","23caa395c5c621f2184029f1fb5be10d","Indexable",""
"https://signomy.xyz/agent/me","0","","","","","","","","","","","","","","en","d2de26c7342dfcd0e9c35f8ed0ca4d5f","Non-Indexable","Canonicalised"
"https://signomy.xyz/about","430","87","4.943","58.589","Fairly Hard","","","","","","","","","","en","544542a5eeef55f0f58f5c33046d6191","Indexable",""
"https://signomy.xyz/slots","410","68","6.029","62.054","Normal","","","","","","","","","","en","c03bad3c3537ccb9350ea085b7fba724","Indexable",""
