"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://signomy.xyz/","text/html; charset=utf-8","200","OK","Indexable","","96dca5aa55234bd0295b96143f845713","20","https://signomy.xyz/","https://signomy.xyz/"
"https://signomy.xyz/missions","text/html; charset=utf-8","200","OK","Indexable","","19e0930d58e531bdd2a5a97e11fef9d0","28","https://signomy.xyz/missions","https://signomy.xyz/missions"
"https://signomy.xyz/economics","text/html; charset=utf-8","200","OK","Indexable","","aa86f27a30b82aab2f26400301ad3b67","29","https://signomy.xyz/economics","https://signomy.xyz/economics"
"https://signomy.xyz/entry","text/html; charset=utf-8","200","OK","Indexable","","80b5cc258d16f936ce04157e67cc008f","25","https://signomy.xyz/entry","https://signomy.xyz/entry"
"https://signomy.xyz/openroles","text/html","301","Moved Permanently","Non-Indexable","Redirected","","29","","https://signomy.xyz/openroles"
"https://signomy.xyz/civitas","text/html; charset=utf-8","200","OK","Indexable","","75307775ab7a4f6fe23d8d1a236c5ee","27","https://signomy.xyz/civitas","https://signomy.xyz/civitas"
"https://signomy.xyz/contact","text/html; charset=utf-8","200","OK","Indexable","","429eb7d691a4a61617336f9b13510da6","27","https://signomy.xyz/contact","https://signomy.xyz/contact"
"https://signomy.xyz/assets/_footer.js","application/javascript; charset=utf-8","200","OK","Indexable","","","37","","https://signomy.xyz/assets/_footer.js"
"https://signomy.xyz/kingdoms","text/html; charset=utf-8","200","OK","Indexable","","9ab2064cd7f8e9b0da1751f3ef5adb22","28","https://signomy.xyz/kingdoms","https://signomy.xyz/kingdoms"
"https://signomy.xyz/helpwanted","text/html; charset=utf-8","200","OK","Indexable","","64910bd7750ad1629ecfb8b31069e2b5","30","https://signomy.xyz/helpwanted","https://signomy.xyz/helpwanted"
"https://signomy.xyz/skill.md","text/markdown; charset=utf-8","200","OK","Indexable","","","28","","https://signomy.xyz/skill.md"
"https://signomy.xyz/agent.json","application/json; charset=utf-8","200","OK","Indexable","","","30","","https://signomy.xyz/agent.json"
"https://signomy.xyz/governance","text/html; charset=utf-8","200","OK","Indexable","","7c130f98a2ced7e94d064289d3f19bf7","30","https://signomy.xyz/governance","https://signomy.xyz/governance"
"https://signomy.xyz/docs/AGENT-FIELD-GUIDE.md","text/markdown; charset=utf-8","200","OK","Indexable","","","45","","https://signomy.xyz/docs/AGENT-FIELD-GUIDE.md"
"https://signomy.xyz/lobby","text/html; charset=utf-8","200","OK","Indexable","","90d87e343d5dc7a2b74ce11d7400b759","25","https://signomy.xyz/lobby","https://signomy.xyz/lobby"
"https://signomy.xyz/llms.txt","text/plain; charset=utf-8","200","OK","Indexable","","","28","","https://signomy.xyz/llms.txt"
"https://signomy.xyz/.well-known/mcp-server-card.json","application/json; charset=utf-8","200","OK","Indexable","","","52","","https://signomy.xyz/.well-known/mcp-server-card.json"
"https://signomy.xyz/kassa","text/html; charset=utf-8","200","OK","Indexable","","2ff5ea7e4a7c5bdada7d1a8292f3a4c0","25","https://signomy.xyz/kassa","https://signomy.xyz/kassa"
"https://signomy.xyz/portal","text/html; charset=utf-8","200","OK","Indexable","","b14162dc98bb56f345e24a204a2552c4","26","https://signomy.xyz/portal","https://signomy.xyz/portal"
"https://signomy.xyz/advisory","text/html; charset=utf-8","200","OK","Indexable","","5b81f7af2a40f49f91474015d7502d4d","28","https://signomy.xyz/advisory","https://signomy.xyz/advisory"
"https://signomy.xyz/iso-collaborators","text/html; charset=utf-8","200","OK","Indexable","","770684869a547900c6558023a5dba07c","37","https://signomy.xyz/iso-collaborators","https://signomy.xyz/iso-collaborators"
"https://signomy.xyz/hiring","text/html; charset=utf-8","200","OK","Indexable","","5deb5630b2efc56f1c5af6c156781451","26","https://signomy.xyz/hiring","https://signomy.xyz/hiring"
