"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://signomy.xyz/","text/html; charset=utf-8","200","OK","Indexable","","21","0.947","",""
"https://signomy.xyz/missions","text/html; charset=utf-8","200","OK","Indexable","","35","0.321","",""
"https://signomy.xyz/economics","text/html; charset=utf-8","200","OK","Indexable","","20","0.520","",""
"https://signomy.xyz/entry","text/html; charset=utf-8","200","OK","Indexable","","21","0.533","",""
"https://signomy.xyz/civitas","text/html; charset=utf-8","200","OK","Indexable","","20","0.713","",""
"https://signomy.xyz/contact","text/html; charset=utf-8","200","OK","Indexable","","7","0.401","",""
"https://signomy.xyz/assets/_footer.js","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.394","",""
"https://signomy.xyz/docs/AGENT-FIELD-GUIDE.md","text/markdown; charset=utf-8","200","OK","Indexable","","1","0.444","",""
"https://signomy.xyz/kingdoms","text/html; charset=utf-8","200","OK","Indexable","","8","0.441","",""
"https://signomy.xyz/helpwanted","text/html; charset=utf-8","200","OK","Indexable","","24","0.285","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,700;0,900;1,400&family=DM+Sans:wght@300;400;500;600;700&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.685","",""
"https://signomy.xyz/skill.md","text/markdown; charset=utf-8","200","OK","Indexable","","2","0.305","",""
"https://signomy.xyz/agent.json","application/json; charset=utf-8","200","OK","Indexable","","1","0.336","",""
"https://orcid.org/0009-0002-9904-5390","text/html","200","OK","Indexable","","24","0.224","",""
"https://signomy.xyz/governance","text/html; charset=utf-8","200","OK","Indexable","","31","0.679","",""
"https://signomy.xyz/lobby","text/html; charset=utf-8","200","OK","Indexable","","1","0.531","",""
"https://signomy.xyz/llms.txt","text/plain; charset=utf-8","200","OK","Indexable","","1","0.204","",""
"https://signomy.xyz/.well-known/mcp-server-card.json","application/json; charset=utf-8","200","OK","Indexable","","1","0.605","",""
"https://signomy.xyz/kassa","text/html; charset=utf-8","200","OK","Indexable","","48","0.589","",""
"https://signomy.xyz/portal","text/html; charset=utf-8","200","OK","Indexable","","4","0.200","",""
"https://signomy.xyz/advisory","text/html; charset=utf-8","200","OK","Indexable","","6","0.486","",""
"https://signomy.xyz/kassa?tab=hiring&role=genesis-council","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","14","0.187","",""
"https://signomy.xyz/hiring","text/html; charset=utf-8","200","OK","Indexable","","2","0.274","",""
"https://fonts.googleapis.com/css2?family=DM+Mono:wght@300;400;500&family=DM+Sans:wght@300;400;500;600;700&family=Playfair+Display:wght@700;900&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","0.421","",""
"https://signomy.xyz/iso-collaborators","text/html; charset=utf-8","200","OK","Indexable","","2","0.599","",""
"https://signomy.xyz/vault/gov-001","text/html; charset=utf-8","200","OK","Indexable","","2","0.293","",""
"https://signomy.xyz/grand-opening","text/html; charset=utf-8","200","OK","Indexable","","3","0.259","",""
"https://signomy.xyz/moses","text/html; charset=utf-8","200","OK","Indexable","","2","0.807","",""
"https://signomy.xyz/assets/kassa-api.js","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.449","",""
"https://signomy.xyz/vault/gov-005","text/html; charset=utf-8","200","OK","Indexable","","2","0.873","",""
"https://signomy.xyz/services","text/html; charset=utf-8","200","OK","Indexable","","6","0.452","",""
"https://signomy.xyz/bountyboard","text/html; charset=utf-8","200","OK","Indexable","","6","0.384","",""
"https://signomy.xyz/forums","text/html; charset=utf-8","200","OK","Indexable","","3","0.460","",""
"https://signomy.xyz/agent/me","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","2","0.459","",""
"https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,700;0,900;1,400;1,700&family=DM+Sans:wght@300;400;500;600&family=DM+Mono:wght@400;500&display=swap","text/css; charset=utf-8","200","OK","Indexable","","0","1.084","",""
"https://signomy.xyz/about","text/html; charset=utf-8","200","OK","Indexable","","2","0.591","",""
